GCF_ID	Specimen	BGC_Count	MIBiG	Source	Representative_BGC	GCF_Type	Mean_Length	Mean_Gene_Count
GCF_00017818	Urogenital_vagina,Respiratory_upper	2		NCBI_PRJNA28331	HMBGC00015216	PKSI	54757.5	39.5
GCF_00017822	Respiratory_upper,Gut_unclassified,Respiratory_lower	4		HMP,EBI,NCBI_PRJNA28331	HMBGC00015327	RiPPs	2698.0	3.2
GCF_00017839	Gut_unclassified,Gut_colon,Respiratory_lower	4		EBI,NCBI_PRJNA28331	HMBGC00015344	NRPS	20735.0	17.0
GCF_00017844	Gut_unclassified,Urogenital_vagina,Urogenital_uterus,Respiratory_lower,Skin_unclassified,Gut_colon	13		EBI,NCBI_PRJNA28331	HMBGC00015349	NRPS	20718.8	17.5
GCF_00017846	Urogenital_vagina,Urogenital_uterus,Respiratory_lower,Gut_unclassified,Skin_unclassified	12		NCBI_PRJNA28331	HMBGC00015351	RiPPs	20719.1	22.2
GCF_00017852	Respiratory_upper,Respiratory_unclassified,Gut_unclassified,Skin_unclassified,Respiratory_lower,Skin_leg,Urogenital_unclassified,Urogenital_urinary_tract	33		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00015357	RiPPs	20625.5	21.5
GCF_00017884	Gut_unclassified,Skin_unclassified,Urogenital_unclassified,Urogenital_urinary_tract,Respiratory_unclassified	14		EBI,NCBI_PRJNA28331	HMBGC00015389	RiPPs	20254.5	19.7
GCF_00017886	Skin_unclassified,Urogenital_urinary_tract	3		JGI,NCBI_PRJNA28331	HMBGC00015391	NRPS	24081.3	18.3
GCF_00017890	Skin_unclassified,Gut_unclassified,Urogenital_urinary_tract,Urogenital_vagina,Respiratory_lower,Gut_colon,Skin_arm,Respiratory_upper	30		JGI,EBI,NCBI_PRJNA28331	HMBGC00015395	Others	12833.8	10.1
GCF_00017894	Gut_unclassified,Respiratory_lower,Respiratory_unclassified,Gut_colon	10		EBI,NCBI_PRJNA28331	HMBGC00015399	NRPS	41636.7	32.6
GCF_00017898	Gut_unclassified,Respiratory_lower,Gut_colon,Respiratory_unclassified	19		EBI,NCBI_PRJNA28331	HMBGC00015403	RiPPs	32989.8	24.9
GCF_00017905	Oral_unclassified,Urogenital_urinary_tract,Urogenital_vagina	8		EBI,NCBI_PRJNA28331	HMBGC00015410	RiPPs	11316.2	9.8
GCF_00017908	Oral_unclassified,Gut_unclassified,Respiratory_lower,Respiratory_upper	15		JGI,EBI,NCBI_PRJNA28331	HMBGC00015413	NRPS	35546.3	23.7
GCF_00017915	Respiratory_upper,Gut_colon,Respiratory_lower	20		HMP,EBI,NCBI_PRJNA28331	HMBGC00015420	Others	25611.2	23.8
GCF_00017918	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015423	NRPS	33777.0	33.0
GCF_00017919	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015424	Others	10375.0	10.0
GCF_00017920	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015425	Terpene	20852.0	19.0
GCF_00017921	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015426	RiPPs	26319.0	17.0
GCF_00017922	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015427	PKSI	44779.0	36.0
GCF_00017923	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015428	RiPPs	21350.0	18.0
GCF_00017924	Skin_head,Gut_unclassified,Urogenital_vagina,Skin_unclassified	4		HMP,EBI,NCBI_PRJNA28331	HMBGC00015429	RiPPs	21413.2	14.2
GCF_00017925	Urogenital_uterus	1		NCBI_PRJNA28331	HMBGC00015430	RiPPs	5644.0	5.0
GCF_00017932	Oral_unclassified,Gut_unclassified,Oral_saliva,Skin_head,Urogenital_vagina,Respiratory_lower	8		JGI,EBI,HMP,NCBI_PRJNA28331	HMBGC00015437	Others	26270.5	24.8
GCF_00017943	Respiratory_upper,Respiratory_unclassified	4		HMP,NCBI_PRJNA28331	HMBGC00015448	RiPPs	21465.8	18.8
GCF_00017950	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015455	RiPPs	5828.0	5.0
GCF_00017959	Urogenital_vagina,Gut_unclassified,Oral_unclassified	4		HMP,EBI,NCBI_PRJNA28331	HMBGC00015464	RiPPs	6614.5	5.8
GCF_00017962	Urogenital_unclassified	1		NCBI_PRJNA28331	HMBGC00015467	Terpene	20849.0	22.0
GCF_00017964	Urogenital_unclassified	1		NCBI_PRJNA28331	HMBGC00015469	NRPS	34005.0	28.0
GCF_00017965	Urogenital_unclassified	1		NCBI_PRJNA28331	HMBGC00015470	PKSother,Others	41020.0	46.0
GCF_00017966	Urogenital_unclassified	1		NCBI_PRJNA28331	HMBGC00015471	PKSI	44758.0	32.0
GCF_00017981	Urogenital_urinary_tract,Urogenital_vagina,Gut_unclassified	6		NCBI_PRJNA28331	HMBGC00015486	NRPS	23934.3	20.7
GCF_00017982	Respiratory_upper,Urogenital_urinary_tract,Urogenital_vagina,Gut_unclassified	11		HMP,NCBI_PRJNA28331	HMBGC00015487	RiPPs	6069.9	7.7
GCF_00017983	Skin_unclassified,Urogenital_unclassified,Gut_colon,Gut_unclassified	7		NCBI_PRJNA28331	HMBGC00015488	RiPPs	16733.9	10.4
GCF_00017994	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015499	RiPPs	20282.0	20.0
GCF_00017995	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015500	NRPS	33864.0	25.0
GCF_00017996	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015501	NRPS	41307.0	39.0
GCF_00018002	Urogenital_vagina,Oral_unclassified,Gut_unclassified,Respiratory_lower,Respiratory_upper,Respiratory_unclassified	9		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00015507	Others	22349.6	25.8
GCF_00018018	Gut_colon	1		NCBI_PRJNA28331	HMBGC00015523	NRPS	20747.0	9.0
GCF_00018019	Gut_colon	1		NCBI_PRJNA28331	HMBGC00015524	Terpene	21719.0	17.0
GCF_00018021	Gut_colon	1		NCBI_PRJNA28331	HMBGC00015526	RiPPs	21557.0	15.0
GCF_00018029	Respiratory_upper,Skin_unclassified,Respiratory_lower,Gut_unclassified,Urogenital_urinary_tract	5		HMP,NCBI_PRJNA28331	HMBGC00015534	Terpene	12542.6	10.8
GCF_00018038	Urogenital_vagina,Urogenital_uterus,Urogenital_urinary_tract	6		NCBI_PRJNA28331	HMBGC00015543	Others	13627.0	11.0
GCF_00018039	Skin_unclassified,Gut_unclassified,Skin_arm,Urogenital_vagina,Urogenital_unclassified,Urogenital_uterus,Urogenital_urinary_tract	31		JGI,EBI,NCBI_PRJNA28331	HMBGC00015544	Terpene	20417.5	17.7
GCF_00018040	Urogenital_vagina,Urogenital_uterus	4		NCBI_PRJNA28331	HMBGC00015545	NRPS	26820.2	16.5
GCF_00018044	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015549	RiPPs	23128.0	27.0
GCF_00018045	Respiratory_upper,Respiratory_unclassified,Gut_unclassified,Respiratory_lower,Skin_unclassified,Skin_leg,Urogenital_unclassified,Urogenital_vagina,Urogenital_urinary_tract	37		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00015550	Terpene,Others,PKSother	50361.3	46.9
GCF_00018046	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015551	Others	16489.0	14.0
GCF_00018047	Gut_unclassified,Respiratory_lower,Skin_unclassified,Respiratory_unclassified	6		EBI,NCBI_PRJNA28331	HMBGC00015552	RiPPs	8714.2	8.5
GCF_00018068	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015573	Others,NRPS	76499.0	51.0
GCF_00018081	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015586	Others,NRPS	35755.0	24.0
GCF_00018082	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00009614	RiPPs	20240.0	16.0
GCF_00018083	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015588	NRPS	25622.0	19.0
GCF_00018085	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015590	Others	6809.0	8.0
GCF_00018086	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015591	Others	16740.0	13.0
GCF_00018087	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015592	NRPS	14804.0	2.0
GCF_00018088	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00014407	Terpene	21950.0	16.0
GCF_00018089	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00009615	RiPPs	22664.5	18.0
GCF_00018090	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00001182	PKSother,NRPS,PKS-NRP_Hybrids	61196.5	41.5
GCF_00018092	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015597	NRPS	1029.0	1.0
GCF_00018093	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00003959	Others	30251.0	30.5
GCF_00018094	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015599	RiPPs	18603.0	14.0
GCF_00018095	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015600	PKSother,PKS-NRP_Hybrids	42458.0	15.0
GCF_00018096	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015601	Others	28605.0	31.0
GCF_00018097	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00006147	PKSother	41149.0	37.5
GCF_00018098	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015603	NRPS,PKSother,PKS-NRP_Hybrids	27277.0	14.0
GCF_00018100	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015605	Others	22140.0	23.0
GCF_00018101	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015606	NRPS	26959.0	21.0
GCF_00018103	Gut_unclassified,Oral_unclassified	3		EBI,NCBI_PRJNA28331	HMBGC00015608	Others	10777.0	9.3
GCF_00018108	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00003917	Others	43898.0	31.5
GCF_00018110	Respiratory_unclassified,Respiratory_lower	7		NCBI_PRJNA28331	HMBGC00015615	Terpene	15817.1	19.0
GCF_00018112	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015617	RiPPs	10216.0	9.0
GCF_00018120	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015625	Others	24365.0	21.0
GCF_00018122	Gut_unclassified	6	BGC0000836	NCBI_PRJNA28331	HMBGC00015627	Others	27301.3	32.7
GCF_00018124	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015629	RiPPs	4243.0	5.0
GCF_00018127	Urogenital_urinary_tract,Respiratory_lower	3		NCBI_PRJNA28331	HMBGC00015632	RiPPs	2816.0	5.0
GCF_00018130	Gut_unclassified,Urogenital_vagina,Respiratory_upper	8		NCBI_PRJNA28331	HMBGC00015635	NRPS	52827.9	40.1
GCF_00018136	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015641	RiPPs	11426.0	9.0
GCF_00018137	Oral_unclassified	8		JGI,EBI,NCBI_PRJNA28331	HMBGC00015642	Others	19043.6	17.9
GCF_00018138	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015643	RiPPs	50579.0	57.0
GCF_00018139	Oral_unclassified	9		JGI,NCBI_PRJNA28331	HMBGC00015644	RiPPs	11750.3	10.6
GCF_00018140	Respiratory_upper,Oral_unclassified,Oral_saliva	13		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00015645	RiPPs	17883.5	17.8
GCF_00018141	Respiratory_upper,Oral_unclassified,Oral_saliva	11		HMP,JGI,EBI,NCBI_PRJNA28331	HMBGC00015646	Others	19378.3	14.1
GCF_00018143	Gut_unclassified,Urogenital_urinary_tract	6		NCBI_PRJNA28331	HMBGC00015648	NRPS	47360.0	32.3
GCF_00018149	Gut_unclassified,Urogenital_vagina	2		EBI,NCBI_PRJNA28331	HMBGC00008600	RiPPs	13966.0	19.5
GCF_00018150	Gut_unclassified,Urogenital_vagina	2		EBI,NCBI_PRJNA28331	HMBGC00006263	PKSother	41179.0	48.0
GCF_00018151	Oral_cavity	1		NCBI_PRJNA28331	HMBGC00015656	RiPPs	11848.0	10.0
GCF_00018152	Oral_cavity	1		NCBI_PRJNA28331	HMBGC00015657	RiPPs	21925.0	17.0
GCF_00018155	Gut_unclassified,Respiratory_lower	3		EBI,NCBI_PRJNA28331	HMBGC00015660	PKSother,PKS-NRP_Hybrids,NRPS	52056.0	45.3
GCF_00018159	Skin_unclassified,Gut_unclassified,Respiratory_upper,Respiratory_unclassified,Respiratory_lower	7		JGI,EBI,NCBI_PRJNA28331	HMBGC00015664	Others	9163.1	7.7
GCF_00018162	Skin_unclassified,Gut_unclassified,Respiratory_upper,Respiratory_unclassified,Respiratory_lower	7		JGI,EBI,NCBI_PRJNA28331	HMBGC00015667	Others	15349.3	14.7
GCF_00018167	Urogenital_urinary_tract,Urogenital_vagina	4		NCBI_PRJNA28331	HMBGC00015672	PKSother	48414.0	27.5
GCF_00018168	Gut_unclassified,Urogenital_urinary_tract,Respiratory_upper,Urogenital_vagina	8		EBI,NCBI_PRJNA28331	HMBGC00015673	Others	13416.5	11.8
GCF_00018170	Urogenital_urinary_tract,Urogenital_vagina	4		NCBI_PRJNA28331	HMBGC00015675	PKSI	63212.0	46.8
GCF_00018172	Urogenital_vagina	2		NCBI_PRJNA28331	HMBGC00015479	RiPPs	7721.5	6.5
GCF_00018174	Gut_colon,Gut_unclassified,Urogenital_urinary_tract,Urogenital_vagina	12		EBI,NCBI_PRJNA28331	HMBGC00015679	Others	41505.4	44.3
GCF_00018175	Respiratory_lower,Skin_unclassified,Skin_leg,Gut_unclassified,Respiratory_unclassified	14		NCBI_PRJNA28331	HMBGC00015680	NRPS	41510.4	30.8
GCF_00018181	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015686	Others	10387.0	10.0
GCF_00018182	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015687	NRPS	43567.0	40.0
GCF_00018183	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015688	PKSI	45325.0	28.0
GCF_00018184	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015689	Others,PKSI	56708.0	53.0
GCF_00018185	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015690	PKSI	46786.0	37.0
GCF_00018186	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015691	PKSother	41059.0	37.0
GCF_00018187	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015692	Others,NRPS	64189.0	53.0
GCF_00018188	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015693	NRPS	43447.0	46.0
GCF_00018189	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015694	NRPS	35223.0	32.0
GCF_00018190	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015695	NRPS	42587.0	35.0
GCF_00018207	Skin_head	1		NCBI_PRJNA28331	HMBGC00015712	RiPPs	10381.0	11.0
GCF_00018214	Gut_unclassified,Gut_colon	3		EBI,NCBI_PRJNA28331	HMBGC00015719	RiPPs,Others	41340.0	38.3
GCF_00018224	Respiratory_unclassified	1		NCBI_PRJNA28331	HMBGC00015729	Terpene	20849.0	13.0
GCF_00018228	Respiratory_lower	2		NCBI_PRJNA28331	HMBGC00015733	PKSother	41173.0	32.0
GCF_00018229	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00009496	RiPPs	20264.0	17.5
GCF_00018230	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00009495	RiPPs	20685.0	25.0
GCF_00018232	Gut_unclassified	3		EBI,NCBI_PRJNA28331	HMBGC00015737	RiPPs	17120.0	13.0
GCF_00018233	Urogenital_urinary_tract,Urogenital_vagina	2		NCBI_PRJNA28331	HMBGC00015738	PKSother	36575.0	30.0
GCF_00018235	Urogenital_vagina	1		NCBI_PRJNA28331	HMBGC00015740	RiPPs	10281.0	8.0
GCF_00018238	Urogenital_vagina	2		NCBI_PRJNA28331	HMBGC00015743	NRPS	32218.5	14.5
GCF_00018239	Respiratory_upper,Urogenital_vagina	7		HMP,NCBI_PRJNA28331	HMBGC00015744	RiPPs	5320.6	5.0
GCF_00018249	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00006118	PKSother	41155.0	33.5
GCF_00018250	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00014372	Terpene	20849.0	18.0
GCF_00018257	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015762	NRPS	5083.0	3.0
GCF_00018261	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015766	NRPS	3805.0	1.0
GCF_00018264	Gut_unclassified,Oral_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00004014	Others	22111.0	23.0
GCF_00018267	Urogenital_vagina,Urogenital_urinary_tract	7		NCBI_PRJNA28331	HMBGC00015772	RiPPs	3429.1	1.7
GCF_00018276	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015781	Terpene	4658.0	6.0
GCF_00018277	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015782	RiPPs	8713.0	11.0
GCF_00018278	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015783	Others	11856.0	10.0
GCF_00018279	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015784	NRPS	9852.0	8.0
GCF_00018280	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015785	NRPS	11220.0	11.0
GCF_00018281	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015786	Others	8287.0	9.0
GCF_00018282	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015787	Terpene	10834.0	6.0
GCF_00018284	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015789	NRPS	43107.0	27.0
GCF_00018285	Gut_unclassified,Oral_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00012911	RiPPs	22716.5	27.5
GCF_00018286	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015791	PKSother	20747.0	17.0
GCF_00018291	Oral_unclassified,Gut_unclassified,Urogenital_vagina	6		JGI,EBI,NCBI_PRJNA28331	HMBGC00015796	RiPPs	17190.7	17.8
GCF_00018295	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015800	NRPS	6715.0	1.0
GCF_00018297	Respiratory_lower,Gut_unclassified,Respiratory_unclassified,Gut_colon	15		JGI,EBI,NCBI_PRJNA28331	HMBGC00015802	Others	20222.9	18.1
GCF_00018298	Gut_colon,Respiratory_lower	9	BGC0000287	NCBI_PRJNA28331	HMBGC00015803	NRPS	35465.2	27.0
GCF_00018299	Gut_unclassified,Respiratory_unclassified,Respiratory_lower,Gut_colon	22		EBI,NCBI_PRJNA28331	HMBGC00015804	RiPPs	14345.6	13.9
GCF_00018301	Respiratory_lower,Gut_unclassified,Gut_colon,Respiratory_unclassified	23		JGI,EBI,NCBI_PRJNA28331	HMBGC00015806	Others	13618.5	8.6
GCF_00018302	Gut_unclassified,Respiratory_unclassified,Respiratory_lower,Gut_colon	23	BGC0000412	EBI,NCBI_PRJNA28331	HMBGC00015807	NRPS,Others	41173.5	39.7
GCF_00018303	Gut_unclassified,Respiratory_unclassified,Respiratory_lower,Gut_colon	23	BGC0002037	EBI,NCBI_PRJNA28331	HMBGC00015808	NRPS	45302.3	34.7
GCF_00018305	Urogenital_vagina,Gut_colon,Oral_unclassified,Respiratory_unclassified	4		HMP,EBI,NCBI_PRJNA28331	HMBGC00015810	Others	10288.8	7.5
GCF_00018309	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015814	RiPPs	27859.0	27.0
GCF_00018310	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015815	RiPPs	21963.0	21.0
GCF_00018311	Gut_unclassified	3		EBI,NCBI_PRJNA28331	HMBGC00015816	RiPPs	21663.0	17.3
GCF_00018312	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015817	RiPPs	20432.0	18.0
GCF_00018313	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015818	RiPPs	16555.0	23.0
GCF_00018314	Oral_cavity	1		NCBI_PRJNA28331	HMBGC00015819	Terpene	20870.0	22.0
GCF_00018317	Oral_cavity	1		NCBI_PRJNA28331	HMBGC00015822	Terpene	13110.0	16.0
GCF_00018318	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015823	RiPPs	6325.0	7.0
GCF_00018327	Gut_unclassified	3		EBI,NCBI_PRJNA28331	HMBGC00015832	RiPPs	22878.0	19.7
GCF_00018328	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00010535	RiPPs	20150.0	17.0
GCF_00018330	Gut_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00010534	RiPPs	21720.5	20.0
GCF_00018331	Gut_unclassified	5		EBI,NCBI_PRJNA28331	HMBGC00015836	RiPPs	18821.0	16.6
GCF_00018333	Gut_unclassified,Gut_colon	4		EBI,NCBI_PRJNA28331	HMBGC00015838	RiPPs	10941.2	8.5
GCF_00018334	Gut_unclassified,Gut_colon	5		EBI,NCBI_PRJNA28331	HMBGC00015839	NRPS	33376.0	25.4
GCF_00018335	Gut_unclassified,Gut_colon	4		EBI,NCBI_PRJNA28331	HMBGC00015840	NRPS	39301.8	24.8
GCF_00018336	Gut_colon	1		NCBI_PRJNA28331	HMBGC00015841	RiPPs	10945.0	15.0
GCF_00018337	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015842	RiPPs	22305.0	19.0
GCF_00018345	Gut_unclassified	1		NCBI_PRJNA28331	HMBGC00015850	Others,RiPPs,NRPS	51155.0	39.0
GCF_00018349	Skin_unclassified,Respiratory_lower,Urogenital_vagina,Urogenital_urinary_tract,Respiratory_upper	12		JGI,NCBI_PRJNA28331	HMBGC00015854	RiPPs	17235.2	15.7
GCF_00018350	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015855	RiPPs	12547.0	12.0
GCF_00018351	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015856	RiPPs	16247.0	16.0
GCF_00018353	Urogenital_urinary_tract	1		NCBI_PRJNA28331	HMBGC00015858	RiPPs	5312.0	4.0
GCF_00018355	Oral_unclassified	2		EBI,NCBI_PRJNA28331	HMBGC00012869	RiPPs	19177.0	19.5
GCF_00018356	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015861	Others	26061.0	28.0
GCF_00018357	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015862	Others	21698.0	20.0
GCF_00018367	Gut_unclassified,Urogenital_urinary_tract	6	BGC0000972	NCBI_PRJNA28331	HMBGC00015872	NRPS,Others	114745.5	75.7
GCF_00018370	Gut_unclassified,Urogenital_vagina,Respiratory_upper,Urogenital_urinary_tract,Respiratory_unclassified	19		EBI,NCBI_PRJNA28331	HMBGC00015875	RiPPs	24421.6	18.4
GCF_00018379	Skin_head,Skin_unclassified,Respiratory_upper,Skin_torso,Urogenital_vagina,Urogenital_urinary_tract,Skin_leg,Skin_arm	13		HMP,JGI,NCBI_PRJNA28331	HMBGC00015884	Others	21214.2	17.5
GCF_00018387	Skin_unclassified,Gut_unclassified,Respiratory_upper,Respiratory_unclassified,Respiratory_lower	9		JGI,EBI,NCBI_PRJNA28331	HMBGC00015892	Others	24414.9	22.9
GCF_00018388	Skin_unclassified,Respiratory_upper,Respiratory_unclassified,Respiratory_lower	6		JGI,NCBI_PRJNA28331	HMBGC00015893	Others	8845.8	9.7
GCF_00018390	Skin_unclassified,Gut_unclassified,Respiratory_upper,Respiratory_unclassified,Respiratory_lower,Oral_unclassified	11		JGI,EBI,NCBI_PRJNA28331	HMBGC00015895	Others	26404.5	26.1
GCF_00018391	Oral_unclassified,Respiratory_upper	3	BGC0000566	NCBI_PRJNA28331	HMBGC00015896	RiPPs	15290.7	13.0
GCF_00018392	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015897	RiPPs	10231.0	12.0
GCF_00018393	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015898	RiPPs	6692.0	11.0
GCF_00018394	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015899	RiPPs	5822.0	5.0
GCF_00018395	Oral_unclassified	1		NCBI_PRJNA28331	HMBGC00015900	PKSother	8277.0	10.0
GCF_00018408	Gut_unclassified,Urogenital_vagina,Respiratory_upper,Urogenital_unclassified,Urogenital_urinary_tract	53		EBI,HMP,JGI,NCBI_PRJNA28331	HMBGC00015913	RiPPs	14889.2	19.0
GCF_00018410	Urogenital_vagina,Urogenital_unclassified,Urogenital_urinary_tract	6		HMP,JGI,NCBI_PRJNA28331	HMBGC00015915	RiPPs	5143.0	8.3
GCF_00018415	Respiratory_lower,Gut_colon,Respiratory_unclassified	11		NCBI_PRJNA28331	HMBGC00015920	NRPS	39347.2	37.0
GCF_00018416	Skin_unclassified,Respiratory_lower	8		JGI,NCBI_PRJNA28331	HMBGC00015921	NRPS	34190.2	20.2
GCF_00018428	Gut_unclassified,Respiratory_lower	5		EBI,NCBI_PRJNA28331	HMBGC00015933	Others	11044.6	10.4
GCF_00018429	Gut_unclassified,Oral_unclassified,Respiratory_unclassified,Respiratory_lower,Gut_colon	24	BGC0002489	EBI,NCBI_PRJNA28331	HMBGC00015934	Others	20150.9	15.8
GCF_00018430	Respiratory_lower	1		NCBI_PRJNA28331	HMBGC00015935	NRPS	5116.0	4.0
GCF_00018431	Oral_unclassified,Respiratory_lower,Gut_unclassified	7		EBI,JGI,NCBI_PRJNA28331	HMBGC00015936	Others	9562.4	7.4
GCF_00018438	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015943	NRPS	63443.0	41.0
GCF_00018439	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015944	Others	10951.0	10.0
GCF_00018440	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015945	Terpene	20684.0	19.0
GCF_00018441	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015946	Terpene	19459.0	20.0
GCF_00018442	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015947	PKSI	44926.0	28.0
GCF_00018443	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015948	NRPS	55880.0	36.0
GCF_00018444	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015949	NRPS	63886.0	38.0
GCF_00018445	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015950	NRPS	55276.0	41.0
GCF_00018446	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015951	Terpene	20987.0	24.0
GCF_00018447	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015952	Others,NRPS	58210.0	44.0
GCF_00018448	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015953	RiPPs	22845.0	25.0
GCF_00018449	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015954	Others	32624.0	26.0
GCF_00018450	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015955	Others,NRPS	58977.0	43.0
GCF_00018451	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015956	RiPPs	10801.0	12.0
GCF_00018452	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015957	Others	10417.0	9.0
GCF_00018453	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015958	NRPS	33939.0	27.0
GCF_00018454	Skin_unclassified	1		NCBI_PRJNA28331	HMBGC00015959	NRPS	83842.0	52.0
GCF_00018455	Urogenital_vagina,Skin_head,Gut_unclassified,Respiratory_unclassified,Oral_unclassified	6		HMP,EBI,NCBI_PRJNA28331	HMBGC00015960	Terpene	15105.3	18.7
