genome_id	metagenome_id	genome_length	num_contigs	n50	num_16s	num_5s	num_23s	num_trna	completeness	contamination	quality_score	mimag_quality	otu_id	ecosystem	ecosystem_category	ecosystem_type	habitat	longitude	latitude
3300008078_8	3300008078	1646766	120	16975	0.0	0.0	0.0	21.0	63.16	0.0	63.16	MQ	OTU-6459	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium;s__Corynebacterium matruchotii	Human	Digestive system	Human	-77.1012	39.0043
3300008078_11	3300008078	1439955	240	6566	0.0	0.0	0.0	4.0	72.55	3.77	53.7	MQ	OTU-10791	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_A;s__	Human	Digestive system	Human	-77.1012	39.0043
3300007825_4	3300007825	1680962	187	11201	0.0	0.0	0.0	31.0	88.12	1.52	80.52	MQ	OTU-2260	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	Human	Digestive system	Human	-77.1012	39.0043
3300007825_6	3300007825	1541660	138	14667	0.0	1.0	0.0	12.0	75.13	3.3	58.63	MQ	OTU-10474	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__GCF_001072385.1	Human	Digestive system	Human	-77.1012	39.0043
3300007825_1	3300007825	2149094	308	7880	1.0	0.0	0.0	34.0	68.41	0.87	64.06	MQ	OTU-17848	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces viscosus	Human	Digestive system	Human	-77.1012	39.0043
3300007825_2	3300007825	2125544	25	137798	0.0	1.0	0.0	40.0	99.66	0.0	99.66	MQ	OTU-6020	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D influenzae	Human	Digestive system	Human	-77.1012	39.0043
3300007825_3	3300007825	1942126	91	32509	0.0	2.0	1.0	42.0	84.89	0.0	84.89	MQ	OTU-5462	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	Human	Digestive system	Human	-77.1012	39.0043
3300014954_20	3300014954	1536288	129	13727	1.0	0.0	0.0	33.0	73.38	2.01	63.33	MQ	OTU-2563	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__GCA_000431575.1	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_13	3300014954	2107719	290	8222	0.0	0.0	0.0	25.0	83.56	4.06	63.26	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_11	3300014954	2261552	56	55193	1.0	1.0	1.0	49.0	99.98	1.5	92.48	HQ	OTU-12878	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__CAG-207;s__GCA_000436295.1	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_17	3300014954	1754744	45	66366	1.0	1.0	1.0	26.0	99.45	0.15	98.7	MQ	OTU-11280	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_14	3300014954	2011870	19	217182	1.0	3.0	2.0	46.0	97.99	0.34	96.29	HQ	OTU-18020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__GCA_000432435.1	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_15	3300014954	1770359	249	8440	0.0	0.0	0.0	40.0	80.35	2.53	67.7	MQ	OTU-2990	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium bifidum	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_12	3300014954	2261362	157	18915	0.0	2.0	2.0	32.0	91.28	0.0	91.28	MQ	OTU-10726	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C callidus	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_18	3300014954	1713142	173	12049	0.0	1.0	1.0	26.0	91.73	0.3	90.23	MQ	OTU-7726	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_10	3300014954	2291389	65	57303	1.0	3.0	0.0	44.0	97.99	0.34	96.29	MQ	OTU-8715	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_8	3300014954	2786510	45	115710	0.0	1.0	0.0	50.0	97.26	0.68	93.86	MQ	OTU-8294	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_4	3300014954	4309235	34	296741	1.0	1.0	1.0	50.0	74.14	0.0	74.14	MQ	OTU-1996	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Human	Digestive system	Human host-associated	12.531	55.678
3300014954_7	3300014954	2789204	35	126505	1.0	0.0	1.0	31.0	97.99	0.67	94.64	MQ	OTU-15627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	Human	Digestive system	Human host-associated	12.531	55.678
3300014902_3	3300014902	2632095	28	123981	1.0	3.0	1.0	57.0	99.3	0.45	97.05	HQ	OTU-4974	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium dentium	Human	Digestive system	Human host-associated	12.531	55.678
3300014902_2	3300014902	5740217	99	81538	1.0	3.0	0.0	59.0	99.09	0.53	96.44	MQ	OTU-546	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Klebsiella_A;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_13	3300014755	2068042	129	21883	1.0	1.0	1.0	47.0	96.77	1.61	88.72	HQ	OTU-2011	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_12	3300014755	2129694	55	56055	1.0	0.0	0.0	50.0	99.4	0.0	99.4	MQ	OTU-11350	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_10	3300014755	2235343	303	8831	0.0	0.0	0.0	27.0	79.48	0.17	78.63	MQ	OTU-2791	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_16	3300014755	1261780	12	126184	0.0	1.0	0.0	38.0	67.63	0.0	67.63	MQ	OTU-2012	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_14	3300014755	2036081	15	191055	1.0	2.0	1.0	39.0	98.66	0.67	95.31	MQ	OTU-10265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_8	3300014755	2933038	138	33231	2.0	2.0	1.0	41.0	97.84	1.2	91.84	HQ	OTU-2478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_7	3300014755	3261207	64	66177	1.0	0.0	1.0	41.0	93.72	2.42	81.62	MQ	OTU-15179	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3	Human	Digestive system	Human host-associated	12.531	55.678
3300014755_5	3300014755	4308770	59	98561	0.0	5.0	0.0	53.0	92.44	0.0	92.44	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human host-associated	12.531	55.678
3300014764_8	3300014764	1914242	28	114314	1.0	1.0	1.0	52.0	99.11	0.22	98.01	HQ	OTU-15221	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium animalis	Human	Digestive system	Human host-associated	12.531	55.678
3300014764_3	3300014764	3018791	74	70187	0.0	4.0	1.0	52.0	97.58	0.0	97.58	MQ	OTU-16180	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_P;s__Clostridium_P perfringens	Human	Digestive system	Human host-associated	12.531	55.678
3300014764_6	3300014764	1941171	19	196218	1.0	4.0	1.0	42.0	99.89	0.05	99.64	HQ	OTU-16184	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300014764_5	3300014764	2059241	164	18001	1.0	2.0	1.0	45.0	91.83	0.0	91.83	HQ	OTU-10766	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	Human	Digestive system	Human host-associated	12.531	55.678
3300029374_28	3300029374	1269031	16	159048	2.0	2.0	1.0	33.0	50.0	0.0	50.0	MQ	OTU-3273	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister invisus	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_26	3300029374	1552578	187	10345	1.0	1.0	1.0	30.0	79.47	4.03	59.32	MQ	OTU-13932	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp1	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_24	3300029374	1879530	145	22515	1.0	1.0	1.0	56.0	79.02	3.47	61.67	MQ	OTU-679	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__GCA_001915925.1	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_23	3300029374	1888768	60	40786	1.0	3.0	1.0	42.0	96.64	0.22	95.54	HQ	OTU-9493	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-217;s__CAG-217 sp1	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_22	3300029374	2144335	67	49271	1.0	1.0	1.0	47.0	97.6	0.0	97.6	HQ	OTU-11350	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus intestini	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_21	3300029374	2241801	31	119058	2.0	1.0	1.0	42.0	96.15	0.96	91.35	HQ	OTU-6928	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_20	3300029374	2297016	9	324576	1.0	2.0	2.0	49.0	97.27	0.0	97.27	HQ	OTU-12522	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-177;s__CAG-177 sp1	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_5	3300029374	4373723	168	38872	2.0	5.0	0.0	64.0	94.81	0.0	94.81	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_12	3300029374	2944788	16	287748	1.0	0.0	3.0	45.0	97.32	0.0	97.32	MQ	OTU-364	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_13	3300029374	2831427	34	139231	0.0	0.0	4.0	48.0	96.7	3.86	77.4	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_11	3300029374	2949380	38	106741	3.0	5.0	1.0	58.0	99.07	0.49	96.62	HQ	OTU-8929	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella stercorea	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_17	3300029374	2396581	61	60216	1.0	3.0	2.0	61.0	98.2	0.6	95.2	HQ	OTU-4600	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp2	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_14	3300029374	2685663	37	109106	3.0	1.0	0.0	45.0	98.63	0.0	98.63	MQ	OTU-8294	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_15	3300029374	2586802	334	9115	0.0	1.0	1.0	24.0	50.0	0.0	50.0	MQ	OTU-11888	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Paraprevotella;s__Paraprevotella clara	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_18	3300029374	2277881	90	41617	1.0	2.0	1.0	61.0	99.19	1.61	91.14	HQ	OTU-8936	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_19	3300029374	2311580	94	45195	1.0	1.0	1.0	49.0	85.03	0.68	81.63	MQ	OTU-7210	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__Subdoligranulum formicilis	Human	Digestive system	Human feces	-76.6259	39.2885
3300029374_25	3300029374	1588343	241	7128	0.0	1.0	0.0	28.0	76.22	0.38	74.32	MQ	OTU-6055	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__UBA10261	Human	Digestive system	Human feces	-76.6259	39.2885
3300029019_11	3300029019	1385870	250	5811	0.0	0.0	0.0	10.0	57.18	0.25	55.93	MQ	OTU-8294	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	Human	Digestive system	Human host-associated	12.531	55.678
3300029019_5	3300029019	2789320	56	92762	1.0	0.0	1.0	36.0	98.66	0.67	95.31	MQ	OTU-15627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	Human	Digestive system	Human host-associated	12.531	55.678
3300029019_6	3300029019	2242602	163	19019	1.0	0.0	0.0	26.0	85.82	0.0	85.82	MQ	OTU-8646	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__GCA_000437735.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029019_7	3300029019	2168748	68	46368	0.0	4.0	1.0	42.0	97.32	0.34	95.62	MQ	OTU-8715	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300029019_8	3300029019	1877367	22	128954	0.0	0.0	2.0	27.0	84.54	0.0	84.54	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human host-associated	12.531	55.678
3300029019_10	3300029019	1538576	142	15747	1.0	0.0	1.0	23.0	90.67	0.59	87.72	MQ	OTU-11280	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	Human	Digestive system	Human host-associated	12.531	55.678
3300028999_2	3300028999	4368377	144	42528	1.0	5.0	1.0	61.0	98.75	0.26	97.45	HQ	OTU-11090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Human	Digestive system	Human host-associated	12.531	55.678
3300028999_6	3300028999	1691932	197	11142	1.0	1.0	1.0	38.0	83.66	0.0	83.66	MQ	OTU-2985	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300028999_4	3300028999	3108855	413	8485	1.0	1.0	1.0	14.0	86.18	0.0	86.18	MQ	OTU-507	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__GCA_900066165.1	Human	Digestive system	Human host-associated	12.531	55.678
3300028999_5	3300028999	1813697	162	14623	1.0	1.0	0.0	29.0	94.61	0.0	94.61	MQ	OTU-2260	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella parvula	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_12	3300029059	2281720	349	6962	1.0	0.0	0.0	26.0	71.91	0.88	67.51	MQ	OTU-8643	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_23	3300029059	1617419	271	6211	0.0	0.0	0.0	16.0	65.13	0.14	64.43	MQ	OTU-8294	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_22	3300029059	1711161	250	7467	0.0	0.0	0.0	11.0	65.17	0.67	61.82	MQ	OTU-14993	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__TF01-11;s__TF01-11 sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_21	3300029059	1727127	95	26356	2.0	2.0	1.0	29.0	69.25	0.38	67.35	MQ	OTU-13340	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-1031;s__GCA_000431215.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_25	3300029059	1233992	216	6172	0.0	0.0	0.0	13.0	60.03	0.84	55.83	MQ	OTU-13733	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp6	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_10	3300029059	2377374	62	58285	1.0	0.0	0.0	32.0	87.55	0.38	85.65	MQ	OTU-210	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_18	3300029059	2157180	171	19539	0.0	0.0	0.0	28.0	84.23	0.67	80.88	MQ	OTU-14739	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_F;s__Eubacterium_F sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_19	3300029059	1962309	130	20845	0.0	0.0	1.0	27.0	73.68	3.51	56.13	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_14	3300029059	2226065	297	9076	0.0	0.0	1.0	37.0	87.81	1.48	80.41	MQ	OTU-3559	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_5	3300029059	2688305	125	30780	1.0	0.0	0.0	33.0	96.31	0.67	92.96	MQ	OTU-364	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus_A	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_7	3300029059	2596266	60	68425	1.0	0.0	0.0	41.0	97.32	0.0	97.32	MQ	OTU-16095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__GCA_900066885.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_8	3300029059	2516965	329	9035	1.0	1.0	0.0	39.0	70.86	0.82	66.76	MQ	OTU-3269	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-74;g__UBA11524;s__UBA11524 sp1	Human	Digestive system	Human host-associated	12.531	55.678
3300029059_9	3300029059	2455268	58	58668	1.0	1.0	0.0	30.0	60.56	0.37	58.71	MQ	OTU-15588	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__GCF_001275135.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_5	3300029015	3813176	307	16919	0.0	1.0	0.0	53.0	86.96	0.0	86.96	MQ	OTU-16537	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_7	3300029015	2755513	48	103295	0.0	0.0	1.0	29.0	96.64	0.67	93.29	MQ	OTU-15627	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira eligens	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_8	3300029015	2619780	84	47228	2.0	1.0	1.0	40.0	96.31	0.0	96.31	HQ	OTU-2849	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_9	3300029015	2393907	171	18875	1.0	2.0	0.0	33.0	86.38	0.72	82.78	MQ	OTU-2478	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_12	3300029015	1984379	120	20590	1.0	0.0	0.0	32.0	95.65	0.48	93.25	MQ	OTU-6831	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter rectalis	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_13	3300029015	1913810	288	7169	1.0	1.0	0.0	24.0	77.9	0.67	74.55	MQ	OTU-16095	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-353;s__GCA_900066885.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029015_11	3300029015	2014305	22	149815	1.0	2.0	1.0	44.0	99.33	1.01	94.28	HQ	OTU-10265	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__Ruminococcus_E;s__Ruminococcus_E bromii	Human	Digestive system	Human host-associated	12.531	55.678
3300028976_4	3300028976	2890226	177	23351	1.0	2.0	1.0	55.0	99.06	0.75	95.31	HQ	OTU-11606	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	Human	Digestive system	Human host-associated	12.531	55.678
3300028976_3	3300028976	4908185	38	203923	1.0	6.0	0.0	72.0	99.97	0.39	98.02	MQ	OTU-11090	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_20	3300029039	1643715	249	7213	0.0	1.0	1.0	32.0	71.36	0.9	66.86	MQ	OTU-7680	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium succinatutens	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_21	3300029039	1550640	14	200858	1.0	3.0	1.0	35.0	78.19	0.0	78.19	MQ	OTU-18020	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__DTU089;g__CAG-180;s__GCA_000432435.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_7	3300029039	3201008	81	58691	1.0	3.0	1.0	60.0	97.3	1.13	91.65	HQ	OTU-17685	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp13	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_8	3300029039	2929316	48	109090	1.0	0.0	3.0	53.0	98.95	0.63	95.8	MQ	OTU-3559	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_9	3300029039	2859094	83	48427	1.0	2.0	0.0	41.0	96.43	0.98	91.53	MQ	OTU-3560	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__RC9;s__GCA_000435075.1	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_11	3300029039	2632769	61	66320	0.0	1.0	0.0	36.0	97.95	0.0	97.95	MQ	OTU-8294	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_D;s__Ruminococcus_D bicirculans	Human	Digestive system	Human host-associated	12.531	55.678
3300029039_12	3300029039	2592888	155	23883	0.0	1.0	1.0	34.0	93.4	1.79	84.45	MQ	OTU-2849	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E siraeum	Human	Digestive system	Human host-associated	12.531	55.678
